city,state,tier,area_sqft,floors,building_type,quality,total_area_sqft,cement_bags,sand_cft,bricks,aggregate_cft,steel_kg,price_cement_per_bag,price_sand_per_cft,price_brick_per_nos,price_agg_per_cft,price_steel_per_kg,cost_cement,cost_sand,cost_bricks,cost_aggregate,cost_steel,total_material_cost
jabalpur,Madhya Pradesh,2,5410.34,1,1,1,5410.34,2453,8045,26051,7140,32317,365,58,10,42,60,895345,466610,260510,299880,1939020,3861365
guwahati,Assam,1,7500.8,2,0,1,15001.61,7102,22285,96152,17333,59826,385,65,10,45,67,2734270,1448525,961520,779985,4008342,9932642
pune,Maharashtra,1,4559.39,3,1,2,13678.16,7820,22408,74078,23549,104943,405,68,8,43,59,3167100,1523744,592624,1012607,6191637,12487712
jodhpur,Rajasthan,2,7354.37,4,0,1,29417.49,13318,39832,181983,35899,120385,390,60,8,40,58,5194020,2389920,1455864,1435960,6982330,17458094
gorakhpur,Uttar Pradesh,2,5572.58,4,0,2,22290.32,11896,33538,150547,31915,105277,390,65,9,42,60,4639440,2179970,1354923,1340430,6316620,15831383
pune,Maharashtra,1,2048.77,2,0,2,4097.55,1974,6887,28731,6165,20038,405,68,8,43,59,799470,468316,229848,265095,1182242,2944971
meerut,Uttar Pradesh,2,3942.7,3,0,1,11828.1,5513,16573,69944,12512,47567,400,68,9,44,62,2205200,1126964,629496,550528,2949154,7461342
warangal,Telangana,2,4300.38,4,0,1,17201.51,8342,23793,106403,19968,72623,395,58,8,42,62,3295090,1379994,851224,838656,4502626,10867590
vellore,Tamil Nadu,3,3288.17,3,1,1,9864.5,4590,14308,44986,13127,61831,355,50,8,35,58,1629450,715400,359888,459445,3586198,6750381
rajkot,Gujarat,2,2726.69,2,1,0,5453.39,1925,6980,23951,6493,30719,378,55,9,38,56,727650,383900,215559,246734,1720264,3294107
salem,Tamil Nadu,2,4792.5,1,2,2,4792.5,3127,8040,21622,8270,48405,360,52,8,36,59,1125720,418080,172976,297720,2855895,4870391
bhubaneswar,Odisha,1,6093.38,3,0,1,18280.15,10293,27378,121851,23896,77456,380,60,10,43,65,3911340,1642680,1218510,1027528,5034640,12834698
guwahati,Assam,1,9214.7,10,2,2,92147.02,76232,167520,427703,198371,1120342,385,65,10,45,67,29349320,10888800,4277030,8926695,75062914,128504759
lucknow,Uttar Pradesh,1,7536.29,1,0,2,7536.29,3734,12416,54832,11136,35603,405,65,9,47,60,1512270,807040,493488,523392,2136180,5472370
kochi,Kerala,1,10495.94,3,1,2,31487.83,16681,48271,159072,48513,220341,395,72,12,52,67,6588995,3475512,1908864,2522676,14762847,29258894
meerut,Uttar Pradesh,2,1292.24,4,1,1,5168.95,3039,8068,27211,7543,36170,400,68,9,44,62,1215600,548624,244899,331892,2242540,4583555
faridabad,Haryana,2,3528.59,4,1,1,14114.35,6953,22368,72281,21019,96333,405,78,11,52,66,2815965,1744704,795091,1092988,6357978,12806726
chandigarh,Punjab,1,2658.88,3,0,1,7976.65,3652,11007,48496,9217,29751,390,68,11,48,64,1424280,748476,533456,442416,1904064,5052692
surat,Gujarat,1,11597.23,4,0,2,46388.93,25736,71606,314363,69440,216033,380,58,10,42,57,9779680,4153148,3143630,2916480,12313881,32306819
bangalore,Karnataka,1,4384.48,2,1,1,8768.95,4815,13429,46534,12869,60689,380,68,12,52,65,1829700,913172,558408,669188,3944785,7915253
mangalore,Karnataka,2,3458.02,2,0,0,6916.04,2694,9673,40815,7066,25529,378,65,11,47,64,1018332,628745,448965,332102,1633856,4062000
jodhpur,Rajasthan,2,7189.34,2,1,1,14378.69,8086,18391,69947,18925,88962,390,60,8,40,58,3153540,1103460,559576,757000,5159796,10733372
thiruvananthapuram,Kerala,1,3304.96,2,1,1,6609.91,3347,9503,33274,9087,41330,395,72,12,52,67,1322065,684216,399288,472524,2769110,5647203
tirunelveli,Tamil Nadu,3,1500.13,1,0,1,1500.13,547,2028,10122,1915,6083,352,50,8,35,57,192544,101400,80976,67025,346731,788676
raipur,Chhattisgarh,2,440.46,2,2,1,880.92,434,1320,3361,1184,7225,365,58,9,40,60,158410,76560,30249,47360,433500,746079
jaipur,Rajasthan,1,1191.03,1,2,1,1191.03,727,1861,5010,1872,10801,405,62,7,43,60,294435,115382,35070,80496,648060,1173443
mumbai,Maharashtra,1,11538.32,2,0,2,23076.64,10999,36553,148733,32218,100484,450,88,15,60,67,4949550,3216664,2230995,1933080,6732428,19062717
shimla,Himachal Pradesh,2,4258.16,2,1,1,8516.31,4844,12699,42274,11353,53336,415,82,12,55,70,2010260,1041318,507288,624415,3733520,7916801
varanasi,Uttar Pradesh,2,1496.51,2,0,0,2993.01,793,3718,16035,2890,9912,390,65,9,43,60,309270,241670,144315,124270,594720,1414245
lucknow,Uttar Pradesh,1,10763.37,3,0,0,32290.11,14840,37469,176068,29906,106681,405,65,9,47,60,6010200,2435485,1584612,1405582,6400860,17836739
guwahati,Assam,1,4104.55,2,1,1,8209.09,4192,12686,41086,10872,53218,385,65,10,45,67,1613920,824590,410860,489240,3565606,6904216
amritsar,Punjab,2,918.62,2,2,0,1837.23,728,2570,6653,2425,14502,390,68,11,48,64,283920,174760,73183,116400,928128,1576391
hubli,Karnataka,2,7245.92,1,0,1,7245.92,3064,11007,47204,9131,30248,375,62,10,45,64,1149000,682434,472040,410895,1935872,4650241
bhubaneswar,Odisha,1,6789.96,3,0,1,20369.89,7661,31158,138738,27359,90784,380,60,10,43,65,2911180,1869480,1387380,1176437,5900960,13245437
tirunelveli,Tamil Nadu,3,3863.41,2,0,1,7726.81,3867,10981,51910,9649,32882,352,50,8,35,57,1361184,549050,415280,337715,1874274,4537503
erode,Tamil Nadu,3,410.24,2,2,0,820.48,432,995,2920,889,5906,355,52,8,35,58,153360,51740,23360,31115,342548,602123
hubli,Karnataka,2,3848.32,5,0,2,19241.6,10956,33288,133386,30417,92648,375,62,10,45,64,4108500,2063856,1333860,1368765,5929472,14804453
erode,Tamil Nadu,3,3885.51,1,0,1,3885.51,1644,5949,26524,5041,16534,355,52,8,35,58,583620,309348,212192,176435,958972,2240567
ranchi,Jharkhand,2,1733.38,3,0,2,5200.15,2425,8057,35018,7835,24990,375,60,9,42,62,909375,483420,315162,329070,1549380,3586407
ghaziabad,Uttar Pradesh,2,6535.99,2,1,0,13071.97,5895,17196,62844,15987,78581,405,78,11,52,66,2387475,1341288,691284,831324,5186346,10437717
kanpur,Uttar Pradesh,1,11460.46,3,0,1,34381.38,14039,45304,207021,42335,130794,395,65,9,42,60,5545405,2944760,1863189,1778070,7847640,19979064
patna,Bihar,2,784.72,2,0,2,1569.44,717,2599,11455,2470,7505,395,62,7,43,59,283215,161138,80185,106210,442795,1073543
agra,Uttar Pradesh,2,5001.33,1,0,2,5001.33,2328,9407,38774,7843,25783,395,65,9,42,60,919560,611455,348966,329406,1546980,3756367
chandigarh,Punjab,1,1024.85,4,0,2,4099.39,1856,6655,29066,6158,20377,390,68,11,48,64,723840,452540,319726,295584,1304128,3095818
ranchi,Jharkhand,2,1718.03,5,1,1,8590.15,4046,14248,45259,13540,61209,375,60,9,42,62,1517250,854880,407331,568680,3794958,7143099
indore,Madhya Pradesh,1,6111.18,4,1,1,24444.71,13017,35503,124251,33646,165843,380,60,11,43,58,4946460,2130180,1366761,1446778,9618894,19509073
pune,Maharashtra,1,8844.43,1,1,2,8844.43,4846,15604,48482,14672,66537,405,68,8,43,59,1962630,1061072,387856,630896,3925683,7968137
vellore,Tamil Nadu,3,1269.65,1,0,0,1269.65,408,1761,7492,1339,4728,355,50,8,35,58,144840,88050,59936,46865,274224,613915
vijayawada,Andhra Pradesh,2,906.38,1,0,2,906.38,472,1584,6647,1411,4524,380,60,9,43,62,179360,95040,59823,60673,280488,675384
shimla,Himachal Pradesh,2,1226.95,2,1,2,2453.9,1513,4022,13232,4013,18052,415,82,12,55,70,627895,329804,158784,220715,1263640,2600838
thiruvananthapuram,Kerala,1,6474.17,7,0,2,45319.2,27554,83841,348738,78289,252146,395,72,12,52,67,10883830,6036552,4184856,4071028,16893782,42070048
vellore,Tamil Nadu,3,3257.07,1,0,0,3257.07,1421,3875,18402,3181,11366,355,50,8,35,58,504455,193750,147216,111335,659228,1615984
bangalore,Karnataka,1,8751.41,1,0,1,8751.41,4302,13516,60613,10843,37821,380,68,12,52,65,1634760,919088,727356,563836,2458365,6303405
cuttack,Odisha,2,7315.74,3,1,0,21947.23,10497,27655,102377,24381,127932,375,58,9,42,64,3936375,1603990,921393,1024002,8187648,15673408
udaipur,Rajasthan,2,4197.26,3,1,1,12591.77,7095,19218,62861,19186,80340,392,60,8,40,58,2781240,1153080,502888,767440,4659720,9864368
varanasi,Uttar Pradesh,2,4645.52,1,0,1,4645.52,1969,6872,31882,5742,19371,390,65,9,43,60,767910,446680,286938,246906,1162260,2910694
bangalore,Karnataka,1,1319.2,7,2,1,9234.43,5349,13407,36509,14539,88410,380,68,12,52,65,2032620,911676,438108,756028,5746650,9885082
vellore,Tamil Nadu,3,3288.43,2,0,0,6576.86,2486,9241,41713,6838,24897,355,50,8,35,58,882530,462050,333704,239330,1444026,3361640
vellore,Tamil Nadu,3,938.97,3,0,2,2816.91,1512,5005,20933,4275,13959,355,50,8,35,58,536760,250250,167464,149625,809622,1913721
thiruvananthapuram,Kerala,1,3991.79,2,0,1,7983.59,3433,11796,52551,9925,33036,395,72,12,52,67,1356035,849312,630612,516100,2213412,5565471
thoothukudi,Tamil Nadu,3,1496.29,1,0,0,1496.29,460,2133,9083,1550,5454,352,50,8,35,57,161920,106650,72664,54250,310878,706362
vellore,Tamil Nadu,3,748.33,5,2,1,3741.65,2054,5388,15514,5847,34627,355,50,8,35,58,729170,269400,124112,204645,2008366,3335693
faridabad,Haryana,2,2002.63,3,0,2,6007.89,3184,10022,41470,8634,28068,405,78,11,52,66,1289520,781716,456170,448968,1852488,4828862
vellore,Tamil Nadu,3,3425.51,1,0,0,3425.51,1067,4350,20039,3207,11098,355,50,8,35,58,378785,217500,160312,112245,643684,1512526
nagpur,Maharashtra,2,4214.3,4,0,1,16857.22,6433,23420,106290,20279,67104,385,62,11,43,61,2476705,1452040,1169190,871997,4093344,10063276
mysore,Karnataka,2,5358.66,3,0,0,16075.97,5138,22155,96333,17804,60503,375,62,10,44,64,1926750,1373610,963330,783376,3872192,8919258
erode,Tamil Nadu,3,1950.73,1,0,1,1950.73,903,2921,12793,2232,8126,355,52,8,35,58,320565,151892,102344,78120,471308,1124229
ahmedabad,Gujarat,1,5770.2,1,1,1,5770.2,2743,8101,27978,7241,35473,385,58,7,40,55,1056055,469858,195846,289640,1951015,3962414
erode,Tamil Nadu,3,2965.97,2,0,1,5931.94,2764,8212,38960,7775,24523,355,52,8,35,58,981220,427024,311680,272125,1422334,3414383
thoothukudi,Tamil Nadu,3,279.41,2,0,0,558.82,220,662,3372,630,2106,352,50,8,35,57,77440,33100,26976,22050,120042,279608
raipur,Chhattisgarh,2,3495.44,2,0,1,6990.88,3190,9577,44114,8335,26701,365,58,9,40,60,1164350,555466,397026,333400,1602060,4052302
dehradun,Uttarakhand,2,406.35,3,1,1,1219.04,654,1808,6715,1744,8409,400,68,10,48,68,261600,122944,67150,83712,571812,1107218
mysore,Karnataka,2,4194.7,3,1,2,12584.1,7507,20576,64828,19400,93081,375,62,10,44,64,2815125,1275712,648280,853600,5957184,11549901
lucknow,Uttar Pradesh,1,5244.75,4,1,1,20979.01,9672,28516,97939,27165,130612,405,65,9,47,60,3917160,1853540,881451,1276755,7836720,15765626
faridabad,Haryana,2,7515.52,3,0,1,22546.57,10054,28145,144461,26828,88231,405,78,11,52,66,4071870,2195310,1589071,1395056,5823246,15074553
ahmedabad,Gujarat,1,11442.23,3,0,1,34326.69,12056,52257,228981,44601,141444,385,58,7,40,55,4641560,3030906,1602867,1784040,7779420,18838793
bangalore,Karnataka,1,3842.14,2,0,2,7684.29,4000,11668,49881,9897,33747,380,68,12,52,65,1520000,793424,598572,514644,2193555,5620195
hubli,Karnataka,2,7677.79,3,0,0,23033.38,8705,29163,140193,25587,86871,375,62,10,45,64,3264375,1808106,1401930,1151415,5559744,13185570
mumbai,Maharashtra,1,3035.11,3,0,2,9105.34,4761,15333,65358,14038,44466,450,88,15,60,67,2142450,1349304,980370,842280,2979222,8293626
vellore,Tamil Nadu,3,3856.47,3,0,0,11569.41,4828,16122,66601,13198,42107,355,50,8,35,58,1713940,806100,532808,461930,2442206,5956984
kolkata,West Bengal,1,9425.42,3,2,2,28276.25,16437,48553,122806,51381,288925,400,65,8,43,63,6574800,3155945,982448,2209383,18202275,31124851
kolkata,West Bengal,1,8284.69,5,2,2,41423.45,26562,68495,175777,76461,429541,400,65,8,43,63,10624800,4452175,1406216,3287823,27061083,46832097
kochi,Kerala,1,8355.19,2,0,1,16710.38,5581,21843,101756,18127,65436,395,72,12,52,67,2204495,1572696,1221072,942604,4384212,10325079
tirunelveli,Tamil Nadu,3,389.75,1,0,0,389.75,130,505,2141,380,1299,352,50,8,35,57,45760,25250,17128,13300,74043,175481
varanasi,Uttar Pradesh,2,5716.61,2,0,2,11433.21,5646,17995,78353,16330,52935,390,65,9,43,60,2201940,1169675,705177,702190,3176100,7955082
bangalore,Karnataka,1,4580.52,5,1,1,22902.61,10112,33281,112720,31874,151211,380,68,12,52,65,3842560,2263108,1352640,1657448,9828715,18944471
coimbatore,Tamil Nadu,2,3144.72,1,0,1,3144.72,1553,5106,21393,4204,13655,370,62,10,40,62,574610,316572,213930,168160,846610,2119882
varanasi,Uttar Pradesh,2,4515.06,2,0,0,9030.11,2904,11943,57638,10063,34337,390,65,9,43,60,1132560,776295,518742,432709,2060220,4920526
guwahati,Assam,1,889.82,3,1,2,2669.45,1664,4107,13592,4020,18617,385,65,10,45,67,640640,266955,135920,180900,1247339,2471754
guntur,Andhra Pradesh,2,450.09,3,1,0,1350.27,499,1638,6030,1611,7215,380,60,9,42,62,189620,98280,54270,67662,447330,857162
lucknow,Uttar Pradesh,1,3376.71,4,0,2,13506.84,6540,21315,91855,20069,64207,405,65,9,47,60,2648700,1385475,826695,943243,3852420,9656533
kozhikode,Kerala,2,915.54,4,0,1,3662.18,1467,5497,24048,4785,15960,390,70,12,50,66,572130,384790,288576,239250,1053360,2538106
bhubaneswar,Odisha,1,6824.83,5,0,0,34124.15,13322,50499,216890,38040,141801,380,60,10,43,65,5062360,3029940,2168900,1635720,9217065,21113985
chennai,Tamil Nadu,1,10292.07,1,0,2,10292.07,5532,17645,74345,15375,50303,410,73,8,45,61,2268120,1288085,594760,691875,3068483,7911323
erode,Tamil Nadu,3,3188.48,4,0,1,12753.92,5061,17365,85676,17200,56829,355,52,8,35,58,1796655,902980,685408,602000,3296082,7283125
bhopal,Madhya Pradesh,1,5962.01,3,0,1,17886.04,7143,26662,119880,23471,76364,370,60,10,43,62,2642910,1599720,1198800,1009253,4734568,11185251
coimbatore,Tamil Nadu,2,4688.46,2,2,1,9376.91,4853,14951,38592,12692,80648,370,62,10,40,62,1795610,926962,385920,507680,5000176,8616348
gurgaon,Haryana,1,2540.14,4,2,1,10160.56,4706,14994,42331,16424,94621,405,78,11,52,66,1905930,1169532,465641,854048,6244986,10640137
tirunelveli,Tamil Nadu,3,1648.76,1,0,1,1648.76,825,2182,10120,1821,6080,352,50,8,35,57,290400,109100,80960,63735,346560,890755
noida,Uttar Pradesh,1,10074.05,6,2,2,60444.31,35278,94475,240123,108334,613946,407,80,11,52,66,14358146,7558000,2641353,5633368,40520436,70711303
dehradun,Uttarakhand,2,2900.01,3,0,1,8700.03,4166,14401,62086,12056,37840,400,68,10,48,68,1666400,979268,620860,578688,2573120,6418336
tirunelveli,Tamil Nadu,3,868.22,2,0,1,1736.45,723,2417,11245,1809,6983,352,50,8,35,57,254496,120850,89960,63315,398031,926652
chennai,Tamil Nadu,1,10575.32,10,2,1,105753.22,61459,149686,433878,172591,1048707,410,73,8,45,61,25198190,10927078,3471024,7766595,63971127,111334014
ahmedabad,Gujarat,1,3081.82,2,1,1,6163.64,2993,10085,33845,9311,42248,385,58,7,40,55,1152305,584930,236915,372440,2323640,4670230
vadodara,Gujarat,2,883.89,7,1,1,6187.22,2611,9495,32152,9855,43552,382,58,10,42,56,997402,550710,321520,413910,2438912,4722454
bangalore,Karnataka,1,7855.62,3,2,1,23566.87,12433,33233,97933,32284,206443,380,68,12,52,65,4724540,2259844,1175196,1678768,13418795,23257143
aurangabad,Maharashtra,2,6519.77,2,1,0,13039.54,5444,15114,55990,13593,68542,375,60,9,43,61,2041500,906840,503910,584499,4181062,8217811
thoothukudi,Tamil Nadu,3,2924.24,1,0,0,2924.24,666,3539,16467,2753,10536,352,50,8,35,57,234432,176950,131736,96355,600552,1240025
hyderabad,Telangana,1,10070.8,2,1,0,20141.6,6496,24505,84128,22092,104450,415,60,8,42,61,2695840,1470300,673024,927864,6371450,12138478
erode,Tamil Nadu,3,2215.38,1,0,2,2215.38,1036,3830,16203,3428,10874,355,52,8,35,58,367780,199160,129624,119980,630692,1447236
ranchi,Jharkhand,2,3998.19,2,0,1,7996.37,4316,11952,51082,9472,31909,375,60,9,42,62,1618500,717120,459738,397824,1978358,5171540
noida,Uttar Pradesh,1,6857.04,1,0,0,6857.04,2436,8562,39594,7104,23313,407,80,11,52,66,991452,684960,435534,369408,1538658,4020012
thoothukudi,Tamil Nadu,3,2950.1,4,0,1,11800.39,4417,16738,72758,13415,47713,352,50,8,35,57,1554784,836900,582064,469525,2719641,6162914
kochi,Kerala,1,2195.91,3,0,0,6587.72,2226,7936,37105,6144,22798,395,72,12,52,67,879270,571392,445260,319488,1527466,3742876
tirunelveli,Tamil Nadu,3,2052.78,3,1,0,6158.33,3175,7719,26604,6384,34830,352,50,8,35,57,1117600,385950,212832,223440,1985310,3925132
delhi,Delhi,1,3846.64,2,1,2,7693.28,4720,13688,43362,13262,61483,410,78,8,50,65,1935200,1067664,346896,663100,3996395,8009255
pune,Maharashtra,1,4000.05,7,2,2,28000.38,21272,49500,136106,60434,331730,405,68,8,43,59,8615160,3366000,1088848,2598662,19572070,35240740
mumbai,Maharashtra,1,1330.83,4,0,2,5323.34,3272,9124,37850,8612,26373,450,88,15,60,67,1472400,802912,567750,516720,1766991,5126773
erode,Tamil Nadu,3,2057.0,2,1,1,4114.0,2189,4683,19775,5401,24465,355,52,8,35,58,777095,243516,158200,189035,1418970,2786816
vellore,Tamil Nadu,3,1169.46,2,0,1,2338.91,1003,3411,14922,2708,9712,355,50,8,35,58,356065,170550,119376,94780,563296,1304067
vadodara,Gujarat,2,5203.82,2,0,2,10407.64,5177,16963,78093,16086,50497,382,58,10,42,56,1977614,983854,780930,675612,2827832,7245842
noida,Uttar Pradesh,1,3910.54,5,1,1,19552.69,10872,29558,96463,26911,131407,407,80,11,52,66,4424904,2364640,1061093,1399372,8672862,17922871
thiruvananthapuram,Kerala,1,4271.18,3,0,1,12813.55,5807,22273,89297,18003,59145,395,72,12,52,67,2293765,1603656,1071564,936156,3962715,9867856
visakhapatnam,Andhra Pradesh,1,10145.51,3,0,1,30436.54,13488,47690,205108,39007,133700,385,62,10,44,63,5192880,2956780,2051080,1716308,8423100,20340148
kanpur,Uttar Pradesh,1,9404.38,2,0,2,18808.75,10570,29991,128495,26310,85921,395,65,9,42,60,4175150,1949415,1156455,1105020,5155260,13541300
patna,Bihar,2,6548.84,2,0,0,13097.68,5022,15845,78244,12594,48995,395,62,7,43,59,1983690,982390,547708,541542,2890705,6946035
durgapur,West Bengal,2,2569.73,1,0,2,2569.73,1463,4242,18012,3666,11584,380,65,10,44,63,555940,275730,180120,161304,729792,1902886
ludhiana,Punjab,1,5256.8,2,2,2,10513.6,6587,19295,49260,19320,114349,388,68,11,48,64,2555756,1312060,541860,927360,7318336,12655372
pune,Maharashtra,1,5027.63,2,0,0,10055.26,3463,13080,59293,8995,35261,405,68,8,43,59,1402515,889440,474344,386785,2080399,5233483
durgapur,West Bengal,2,4730.97,2,2,0,9461.94,3713,11534,35593,11150,70037,380,65,10,44,63,1410940,749710,355930,490600,4412331,7419511
aurangabad,Maharashtra,2,7141.48,4,1,2,28565.93,18379,43746,147264,47442,209400,375,60,9,43,61,6892125,2624760,1325376,2040006,12773400,25655667
chandigarh,Punjab,1,1352.21,2,2,1,2704.43,1448,4043,11361,4005,24127,390,68,11,48,64,564720,274924,124971,192240,1544128,2700983
visakhapatnam,Andhra Pradesh,1,702.6,5,0,1,3512.99,1451,5396,23910,4535,15494,385,62,10,44,63,558635,334552,239100,199540,976122,2307949
ahmedabad,Gujarat,1,5045.38,3,1,2,15136.15,9560,28179,91121,27077,125667,385,58,7,40,55,3680600,1634382,637847,1083080,6911685,13947594
ahmedabad,Gujarat,1,6771.95,2,1,0,13543.89,5622,14738,56676,14017,67906,385,58,7,40,55,2164470,854804,396732,560680,3734830,7711516
ahmedabad,Gujarat,1,5621.86,3,0,2,16865.58,9200,31216,131647,27960,90639,385,58,7,40,55,3542000,1810528,921529,1118400,4985145,12377602
chandigarh,Punjab,1,2827.87,10,0,1,28278.7,12828,47021,198791,42620,145205,390,68,11,48,64,5002920,3197428,2186701,2045760,9293120,21725929
thoothukudi,Tamil Nadu,3,2584.12,1,2,0,2584.12,1104,2960,9498,2943,19099,352,50,8,35,57,388608,148000,75984,103005,1088643,1804240
erode,Tamil Nadu,3,3016.76,2,0,0,6033.52,2106,8423,35827,5836,21792,355,52,8,35,58,747630,437996,286616,204260,1263936,2940438
vijayawada,Andhra Pradesh,2,7653.74,4,0,1,30614.97,12484,43118,196874,35091,125604,380,60,9,43,62,4743920,2587080,1771866,1508913,7787448,18399227
hubli,Karnataka,2,6962.91,2,0,1,13925.82,5614,21122,94455,18677,58598,375,62,10,45,64,2105250,1309564,944550,840465,3750272,8950101
erode,Tamil Nadu,3,1371.73,1,0,0,1371.73,284,1702,7578,1332,4942,355,52,8,35,58,100820,88504,60624,46620,286636,583204
kanpur,Uttar Pradesh,1,8727.81,2,1,0,17455.63,8231,21692,78979,18883,97925,395,65,9,42,60,3251245,1409980,710811,793086,5875500,12040622
pune,Maharashtra,1,10411.25,3,2,2,31233.75,17501,50726,139542,53986,317076,405,68,8,43,59,7087905,3449368,1116336,2321398,18707484,32682491
bhubaneswar,Odisha,1,3252.47,4,0,0,13009.87,4901,16388,77999,13974,49934,380,60,10,43,65,1862380,983280,779990,600882,3245710,7472242
gorakhpur,Uttar Pradesh,2,6201.33,1,1,0,6201.33,2504,8032,28823,7236,36897,390,65,9,42,60,976560,522080,259407,303912,2213820,4275779
delhi,Delhi,1,7355.92,3,1,0,22067.76,9237,28360,104484,28475,130099,410,78,8,50,65,3787170,2212080,835872,1423750,8456435,16715307
guntur,Andhra Pradesh,2,1966.21,5,0,1,9831.07,4466,15181,66832,12509,43871,380,60,9,42,62,1697080,910860,601488,525378,2720002,6454808
kolkata,West Bengal,1,6557.68,5,0,1,32788.4,11251,45111,203237,40105,136821,400,65,8,43,63,4500400,2932215,1625896,1724515,8619723,19402749
tirunelveli,Tamil Nadu,3,2631.81,1,0,0,2631.81,1098,3266,14922,2489,9265,352,50,8,35,57,386496,163300,119376,87115,528105,1284392
guwahati,Assam,1,11174.0,5,1,1,55870.0,27049,77754,256230,75425,346553,385,65,10,45,67,10413865,5054010,2562300,3394125,23219051,44643351
agra,Uttar Pradesh,2,7927.31,3,0,1,23781.93,12447,37836,156472,30565,103940,395,65,9,42,60,4916565,2459340,1408248,1283730,6236400,16304283
pune,Maharashtra,1,9461.72,2,2,1,18923.45,9721,28243,75585,27088,163386,405,68,8,43,59,3937005,1920524,604680,1164784,9639774,17266767
tirunelveli,Tamil Nadu,3,815.69,1,0,1,815.69,378,1118,5203,1003,3314,352,50,8,35,57,133056,55900,41624,35105,188898,454583
chandigarh,Punjab,1,8288.15,3,1,1,24864.46,12864,40915,130667,37088,173475,390,68,11,48,64,5016960,2782220,1437337,1780224,11102400,22119141
chennai,Tamil Nadu,1,6091.87,3,1,2,18275.62,10731,32822,103327,32046,145876,410,73,8,45,61,4399710,2396006,826616,1442070,8898436,17962838
jodhpur,Rajasthan,2,5473.73,1,0,0,5473.73,2187,6305,30022,5286,17767,390,60,8,40,58,852930,378300,240176,211440,1030486,2713332
jaipur,Rajasthan,1,7562.99,2,0,1,15125.97,6568,20444,94712,17319,59875,405,62,7,43,60,2660040,1267528,662984,744717,3592500,8927769
noida,Uttar Pradesh,1,8482.24,5,1,2,42411.18,23688,65973,220077,65471,310534,407,80,11,52,66,9641016,5277840,2420847,3404492,20495244,41239439
amritsar,Punjab,2,4956.95,5,1,0,24784.76,13178,31179,109732,27723,150069,390,68,11,48,64,5139420,2120172,1207052,1330704,9604416,19401764
coimbatore,Tamil Nadu,2,7885.56,2,0,0,15771.13,5439,19170,87401,14435,53814,370,62,10,40,62,2012430,1188540,874010,577400,3336468,7988848
delhi,Delhi,1,5052.89,3,0,1,15158.66,6776,24042,105094,19344,68315,410,78,8,50,65,2778160,1875276,840752,967200,4440475,10901863
warangal,Telangana,2,2662.12,1,2,2,2662.12,1359,4161,11516,4599,25537,395,58,8,42,62,536805,241338,92128,193158,1583294,2646723
jaipur,Rajasthan,1,7653.83,2,0,1,15307.66,6505,21633,93204,18968,60667,405,62,7,43,60,2634525,1341246,652428,815624,3640020,9083843
pune,Maharashtra,1,9662.55,3,1,1,28987.65,13399,41571,143833,41848,193254,405,68,8,43,59,5426595,2826828,1150664,1799464,11401986,22605537
jodhpur,Rajasthan,2,6092.31,4,0,1,24369.25,10193,34416,149111,30858,97853,390,60,8,40,58,3975270,2064960,1192888,1234320,5675474,14142912
surat,Gujarat,1,1518.76,3,0,1,4556.29,2013,6445,28959,5765,18502,380,58,10,42,57,764940,373810,289590,242130,1054614,2725084
vellore,Tamil Nadu,3,1430.04,1,0,0,1430.04,589,1742,8173,1378,4929,355,50,8,35,58,209095,87100,65384,48230,285882,695691
guwahati,Assam,1,2287.7,3,0,1,6863.11,3027,11190,47522,9605,30093,385,65,10,45,67,1165395,727350,475220,432225,2016231,4816421
faridabad,Haryana,2,6401.13,1,0,1,6401.13,3037,9815,44162,8643,26888,405,78,11,52,66,1229985,765570,485782,449436,1774608,4705381
agra,Uttar Pradesh,2,1717.52,2,1,2,3435.03,2090,6404,20540,5960,27832,395,65,9,42,60,825550,416260,184860,250320,1669920,3346910
bangalore,Karnataka,1,4423.19,5,0,1,22115.95,10420,29964,129105,26167,84456,380,68,12,52,65,3959600,2037552,1549260,1360684,5489640,14396736
jodhpur,Rajasthan,2,356.43,2,0,1,712.85,333,958,4744,845,3018,390,60,8,40,58,129870,57480,37952,33800,175044,434146
erode,Tamil Nadu,3,404.4,2,0,1,808.81,317,1148,5130,911,3241,355,52,8,35,58,112535,59696,41040,31885,187978,433134
chandigarh,Punjab,1,10040.24,2,1,2,20080.48,13295,36700,114650,33624,161356,390,68,11,48,64,5185050,2495600,1261150,1613952,10326784,20882536
chandigarh,Punjab,1,4354.69,7,2,1,30482.83,18758,46202,129113,51536,302696,390,68,11,48,64,7315620,3141736,1420243,2473728,19372544,33723871
pune,Maharashtra,1,9002.39,10,0,0,90023.91,32240,111043,526206,100990,354717,405,68,8,43,59,13057200,7550924,4209648,4342570,20928303,50088645
ghaziabad,Uttar Pradesh,2,6580.31,1,2,1,6580.31,3649,9971,28608,9551,58740,405,78,11,52,66,1477845,777738,314688,496652,3876840,6943763
aurangabad,Maharashtra,2,6020.43,2,0,0,12040.87,4812,16872,71778,12896,43871,375,60,9,43,61,1804500,1012320,646002,554528,2676131,6693481
aurangabad,Maharashtra,2,7172.12,4,2,1,28688.48,15425,42472,110226,42601,248365,375,60,9,43,61,5784375,2548320,992034,1831843,15150265,26306837
